type,start_time,ambient_temperature,test_id,uid,filename,Capacity,Re,Rct,d_voltage_mean,d_voltage_std,d_voltage_min,d_voltage_max,d_current_mean,d_current_std,d_current_min,d_current_max,d_temperature_mean,d_temperature_std,d_temperature_min,d_temperature_max,d_current_load_mean,d_current_load_std,d_current_load_min,d_current_load_max,d_voltage_load_mean,d_voltage_load_std,d_voltage_load_min,d_voltage_load_max,d_time_duration,d_energy_wh,d_charge_ah,d_voltage_slope,d_temperature_slope,c_voltage_mean,c_voltage_std,c_voltage_min,c_voltage_max,c_current_mean,c_current_std,c_current_min,c_current_max,c_temperature_mean,c_temperature_std,c_temperature_min,c_temperature_max,c_current_charge_mean,c_current_charge_std,c_current_charge_min,c_current_charge_max,c_voltage_charge_mean,c_voltage_charge_std,c_voltage_charge_min,c_voltage_charge_max,c_time_duration,c_energy_wh,c_charge_ah,c_voltage_slope,c_temperature_slope,imp_start_time,imp_Re,imp_Rct,imp_age_hours,battery_id,cycle_index,capacity_ah_clean,initial_capacity,capacity_ratio,soh,rul_cycles,cap_ratio_delta1,cap_ratio_rollmean5,cap_ratio_rollstd5,cap_ratio_slope5,prev_soh,prev_soh_delta1,prev_soh_rollmean5,prev_soh_rollstd5,prev_soh_slope5
discharge,2008-04-02 15:25:41.593,24.0,1,5738,05738.csv,1.89105229539079,,,3.522006703394617,0.2874452516516924,2.145975766935391,4.199497433806136,-1.8691188840185695,0.4752966796525294,-1.9968672421771276,0.0009103844987851,32.62485875142121,3.8821725491629793,23.92407356409745,40.59042914535701,-1.8782,0.4782362914468672,-2.0,-0.0004,2.4725939086294417,0.6578616008335036,0.0,4.215,3690.234,6.789434464560018,1.9190294812778448,-0.0002393785934269,0.003569908948097,4.189507926171337,0.0462860082403192,3.6448995932335473,4.214723891435149,0.657225274788553,0.6059862906478426,-2.2618666203475337,1.4946517877374688,25.115926436461898,1.035089782780446,23.922227422717448,27.29904441900397,0.6621883396704689,0.6090950084086603,-2.2697,1.4995,4.271169835234473,1.1048940840349633,0.002,4.935,7597.875,3.3882618981815105,0.8100391983943989,1.044924083358709e-05,-0.0003390122442021,,,,,B0007,1,1.89105229539079,1.8806626717011388,1.005524448294735,1.005524448294735,167.0,0.0,1.005524448294735,0.0,0.0,1.0,0.0,1.0,0.0,0.0
discharge,2008-04-02 19:43:48.406,24.0,3,5740,05740.csv,1.880637027686859,,,3.5319490434317116,0.2797089856913086,2.1110166987852117,4.198510349854315,-1.8680422715350309,0.4765995999482217,-1.9943911963511516,0.0036015506039289,32.738209593287145,3.767777623445933,24.261106709876195,40.26023408628707,-1.8775836734693876,0.4793554087487797,-2.0,-0.0004,2.4823724489795915,0.658157988489367,0.0,4.214,3672.344,6.7719351932569545,1.908614952935609,-0.0002339275724125,0.003483423046726,4.052903759371662,0.1953222855692542,2.905049544912642,4.214978847580325,0.9550493059431924,0.6431996658780816,-2.258223670085453,1.4969120601322317,26.756606170640403,1.5992596961344596,24.27813784997582,30.577385154985016,0.9614282978723404,0.646314442268109,-2.2691,1.4995,4.376724468085106,0.8912930301374098,0.002,4.935,10516.0,7.798728555478046,1.925498720701186,4.809243534208139e-05,-0.000416367808431,,,,,B0007,2,1.880637027686859,1.8806626717011388,0.9999863643732256,0.9999863643732256,166.0,-0.0055380839215093,1.0027554063339803,0.0039160166956794,0.0,1.005524448294735,0.0,1.0027622241473675,0.003906374851521559,0.0
discharge,2008-04-03 00:01:06.687,24.0,5,5742,05742.csv,1.8806626717011388,,,3.5344025220217845,0.2837265457450501,2.0251085128182655,4.198280074112568,-1.877784734502072,0.4584167741596034,-1.994681656822022,-0.0010276902277484,32.68511456550919,3.746724750145294,24.3190033925327,40.27558633997852,-1.8872092307692303,0.4613028396438838,-2.0,-0.0004,2.496902564102564,0.6374217826273153,0.0,4.215,3651.641,6.772981740189951,1.9086150443129848,-0.0002360076201041,0.0034869265030609,4.0484888632002844,0.1971152909126569,2.951646252509994,4.214688912633025,0.9566637790683152,0.6433943094285566,-2.259445364927154,1.495094509906803,26.78896518782561,1.5868116746119472,24.36116648870516,30.66376913104331,0.9630779082177162,0.6465870645401358,-2.2691,1.4995,4.354108858057631,0.9354477265971703,0.002,4.948,10484.547,7.763009341966283,1.919102315852996,4.9368527055374786e-05,-0.0004059224332472,,,,,B0007,3,1.8806626717011388,1.8806626717011388,1.0,1.0,165.0,1.3635626774366472e-05,1.0018369375559868,0.0031934852542114,-0.0027622241473674,0.9999863643732256,-0.00553808392150934,1.0018369375559868,0.0031934852542114898,-6.817813387258489e-06
discharge,2008-04-03 04:16:37.375,24.0,7,5744,05744.csv,1.8807709009833444,,,3.53492504932652,0.2900870287846463,1.922542180649595,4.198267468745592,-1.8875256535871223,0.4392237162661777,-1.9952731083659303,-0.0006983471237198,32.554748499572646,3.748713692085809,24.223578724887073,40.29314715799111,-1.8969360824742263,0.4420949541578929,-2.0,-0.0004,2.509113402061856,0.6158819236192952,0.0,4.214,3631.563,6.770718740979214,1.908792407567644,-0.0002391706919943,0.003508451811626,4.047760658857355,0.1970089282413379,2.9467994849709904,4.214772907108823,0.96029909817534,0.6421397401915959,-2.258309855573535,1.496642337061249,26.790949987534404,1.6241770817582486,24.29173650224435,30.79224591633916,0.9667372990353698,0.6452826567130528,-2.2691,1.4995,4.349350482315113,0.9479055189600394,0.002,4.935,10397.89,7.758242445066388,1.918113252120505,4.9896306339777585e-05,-0.0004250263651214,,,,,B0007,4,1.8807709009833444,1.8806626717011388,1.000057548482157,1.000057548482157,164.0,5.754848215699937e-05,1.0013920902875295,0.0027550780536299,-0.0016387063810959,1.0,1.3635626774366472e-05,1.0013777031669902,0.0027645042247618655,-0.0005538083921511315
discharge,2008-04-03 08:33:25.703,24.0,9,5746,05746.csv,1.8794508728285055,,,3.534536640068787,0.2922064159996837,1.871159045064988,4.198464224146956,-1.8871559747738404,0.439454184988277,-1.9935500451030048,0.0005983417342468,32.46787845303298,3.7573999948437544,24.13830760704513,40.26887263021979,-1.896936082474227,0.4420949541578929,-2.0,-0.0004,2.5085257731958763,0.6165770759384878,0.0,4.214,3629.172,6.764758586702278,1.9073013015924791,-0.0002399462135813,0.003518804577827,4.04822297570294,0.1969777060188474,2.939284531221614,4.21467779253526,0.9567567396064012,0.6439107299084044,-2.2598866834853135,1.496751926867408,26.726850930641444,1.6634070179604237,24.17858579594804,30.89342353302922,0.9627694770544292,0.6469066799455785,-2.2691,1.4995,4.344615795090715,0.956567189111774,0.002,4.935,10495.203,7.764155528862355,1.9197018135260304,4.931875551522497e-05,-0.0004372213420151,,,,,B0007,5,1.8794508728285055,1.8806626717011388,0.999355653254107,0.999355653254107,163.0,-0.0007018952280499,1.0009848028808448,0.00255387087955,-0.0012266405972324,1.000057548482157,5.754848215699937e-05,1.0011136722300236,0.0024658516550924246,-0.0005409351330421932
discharge,2008-04-03 12:55:10.687,24.0,11,5748,05748.csv,1.8807003517117404,,,3.5411626672196816,0.2667430847635834,2.1756867065903434,4.197967993115647,-1.8675154082122565,0.4775262409169319,-1.9941041745764116,-0.0004243475852501,32.48624734055599,3.7187797514899983,24.135840711684263,39.67620802332074,-1.8769579487179489,0.4804945709300243,-2.0,-0.0004,2.4888256410256413,0.6571511322554265,0.0,4.214,3652.281,6.7478547491483,1.8975851087731508,-0.0002269398514557,0.0034583326773609,4.049879067690307,0.1968689504770994,2.9488986408910622,4.2150694402361655,0.941081430882649,0.6499907374453199,-2.2568227959927976,1.4964952502128015,26.62077399993095,1.6506308272715042,24.190445945592884,30.821167500690837,0.947183088235294,0.6531199741937793,-2.2691,1.4995,4.2578298319327725,1.1265354127451477,0.002,4.935,10792.672,7.75575893316288,1.9180236258271988,4.751312021288498e-05,-0.0004183704305258,,,,,B0007,6,1.8807003517117404,1.8806626717011388,1.0000200354966198,1.0000200354966198,162.0,0.0006643822425127,0.999883920321222,0.0002965254833295,-5.770044991046941e-05,0.999355653254107,-0.0007018952280499757,1.0009848028808448,0.0025538708795501356,-0.0012266405972323627
discharge,2008-04-03 17:17:16.015,24.0,13,5750,05750.csv,1.8799352523566075,,,3.541165612176161,0.2711863392112483,2.1117887156019437,4.198023461704379,-1.8673304059806155,0.4774906738400573,-1.993164510431567,0.0005401764510727,32.55779966353037,3.715226156950988,24.255515986671373,39.80381766292616,-1.876956923076923,0.4804985763107799,-2.0,-0.0004,2.4896871794871793,0.6586163114690301,0.0,4.214,3650.828,6.745923115825768,1.8968013562318675,-0.0002291908826782,0.0034576364029119,4.050759108978297,0.1938519661238365,3.0030807978827,4.2147997979457195,0.9381438417793192,0.6512663815385707,-2.2585172923121335,1.4964453917963974,26.58924306987374,1.5567497445205642,24.288626077672,30.42191073996647,0.9443293067226892,0.6543660537840403,-2.2691,1.4995,4.235237394957983,1.1672985819223458,0.002,4.935,10789.985,7.714342828618135,1.9079514744642407,4.714662396947766e-05,-0.0003834343682642,,,,,B0007,7,1.8799352523566075,1.8806626717011388,0.9996132111539848,0.9996132111539848,161.0,-0.000406824342635,0.9998092896773738,0.0003109057146002,-8.11090677567794e-05,1.0000200354966198,0.000664382242512751,0.9998839203212219,0.00029652548333101677,-5.770044991051759e-05
discharge,2008-04-03 21:28:14.718,24.0,15,5752,05752.csv,1.8815088124038797,,,3.5494581176357975,0.2729782429415227,2.026250619894166,4.199372697237068,-1.9063154499484405,0.3979115030496563,-1.9936540341331743,-0.000328171819449,32.45374435641106,3.6675006928635696,24.30295214496604,39.88810476942348,-1.9162554973821984,0.4005316676810069,-2.0,-0.0006,2.542727748691099,0.5598448543639201,0.0,4.215,3572.453,6.750169011081445,1.8983109837889884,-0.0002315991240694,0.0034914217547676,4.044734526765342,0.1963285996677657,2.9992763559263356,4.214676316022421,0.9714237873848344,0.6379742607586015,-2.2581337056618764,1.4986271400537168,26.74846360058507,1.5384031030971992,24.314377908034484,30.51843120347988,0.9775202173913043,0.6410237126997963,-2.2691,1.4995,4.399827173913044,0.8252807358452218,0.002,4.935,10127.562,7.712855982677815,1.908070761285504,5.204790043948926e-05,-0.0003965761307194,,,,,B0007,8,1.8815088124038797,1.8806626717011388,1.0004499162531766,1.0004499162531766,160.0,0.0008367050991918,0.999899272928009,0.0004243219617751,0.0001042293441916,0.9996132111539848,-0.00040682434263494827,0.9998092896773738,0.0003109057146017579,-8.110906775679899e-05
discharge,2008-04-04 01:38:15.218,24.0,17,5754,05754.csv,1.8696907870385844,,,3.550280546407974,0.277129615448618,1.9505894332906035,4.19921182024681,-1.9164259300038171,0.3744374354627782,-1.99377953803378,0.0005697252689816,32.373246444985035,3.662879470802171,24.257530932186896,39.95162250671474,-1.926337894736842,0.3766349791394279,-2.0,-0.0006,2.5552315789473687,0.5325416010956392,0.0,4.215,3550.594,6.743937188969026,1.897456550946488,-0.0002337234672534,0.0035072333876591,4.043475031336312,0.19801263434603,2.9911876187954594,4.214795782824283,0.9708134573226748,0.6385610991927095,-2.257178725012606,1.4958460678502457,26.80373015807701,1.6403245038701662,24.300974781854062,31.081278437806464,0.9769462540716612,0.6416797654256838,-2.2691,1.4995,4.370522258414767,0.8971776906941975,0.002,4.948,10147.952999999994,7.7087946715231475,1.907601763398918,5.226205053183905e-05,-0.0004337718179507,,,,,B0007,9,1.8696907870385844,1.8806626717011388,0.9941659475526092,0.9941659475526092,159.0,-0.0062839687005672,0.9987209527420994,0.0025799211671835,-0.0009949530646438,1.0004499162531766,0.0008367050991917591,0.999899272928009,0.0004243219617761653,0.00010422934419175465
discharge,2008-04-04 05:48:08.609,24.0,19,5756,05756.csv,1.870052380139199,,,3.5481347674910286,0.2838129782679831,1.868824706765806,4.198957678253482,-1.9165016044519985,0.3742086617157418,-1.99378312138298,0.0035107556642499,32.30534276235138,3.678354666699587,24.18958371301619,40.05202185471829,-1.926337894736842,0.3766349791394279,-2.0,-0.0006,2.5536421052631577,0.5349954926674758,0.0,4.215,3551.25,6.741800535657847,1.897982499619964,-0.0002368170439452,0.0035210355219427,4.043487576569312,0.1983885676743441,2.9850080368215393,4.2147880916189155,0.969493151522299,0.638940102949481,-2.256867952684998,1.4969011213429315,26.78643062225572,1.6882514229837178,24.21765387078277,31.24066372289512,0.9757685124864278,0.6419969560533962,-2.2691,1.4995,4.379498371335505,0.8737721288572978,0.002,4.935,10162.094,7.707148717806839,1.907265114483532,5.224107297007946e-05,-0.0004509455502011,,,,,B0007,10,1.870052380139199,1.8806626717011388,0.9943582165363328,0.9943582165363328,158.0,0.0001922689837234,0.9977214653985446,0.0031725274083551,-0.0016770901521949,0.9941659475526092,-0.006283968700567355,0.9987209527420994,0.0025799211671839644,-0.0009949530646440245
