type,start_time,ambient_temperature,test_id,uid,filename,Capacity,Re,Rct,d_voltage_mean,d_voltage_std,d_voltage_min,d_voltage_max,d_current_mean,d_current_std,d_current_min,d_current_max,d_temperature_mean,d_temperature_std,d_temperature_min,d_temperature_max,d_current_load_mean,d_current_load_std,d_current_load_min,d_current_load_max,d_voltage_load_mean,d_voltage_load_std,d_voltage_load_min,d_voltage_load_max,d_time_duration,d_energy_wh,d_charge_ah,d_voltage_slope,d_temperature_slope,c_voltage_mean,c_voltage_std,c_voltage_min,c_voltage_max,c_current_mean,c_current_std,c_current_min,c_current_max,c_temperature_mean,c_temperature_std,c_temperature_min,c_temperature_max,c_current_charge_mean,c_current_charge_std,c_current_charge_min,c_current_charge_max,c_voltage_charge_mean,c_voltage_charge_std,c_voltage_charge_min,c_voltage_charge_max,c_time_duration,c_energy_wh,c_charge_ah,c_voltage_slope,c_temperature_slope,imp_start_time,imp_Re,imp_Rct,imp_age_hours,battery_id,cycle_index,capacity_ah_clean,initial_capacity,capacity_ratio,soh,rul_cycles,cap_ratio_delta1,cap_ratio_rollmean5,cap_ratio_rollstd5,cap_ratio_slope5
discharge,2008-04-02 15:25:41.593,24.0,1,5122,05122.csv,1.8564874208181574,,,3.5298286688693397,0.2359570706808563,2.612467347907089,4.191491807505295,-1.8187019641679727,0.593546181674474,-2.0180146876333027,0.0007285852728454,32.572328114029,3.486920476221683,24.325993424022467,38.98218133148803,-1.8055695431472079,0.5897144186121623,-1.9984,-0.0004,2.4049441624365477,0.7949485453635143,0.0,4.206,3690.234,6.6087781949284645,1.8622028761760747,-0.00020571562780700078,0.0031353421481630536,4.187419504014827,0.045764989123261914,3.479393559379272,4.2099486995035615,0.6434546691871927,0.6254070302865201,-4.030268477538787,1.5143932321982565,25.32407901830568,1.011309693973562,24.167061880805868,27.445134031590747,0.6384524714828897,0.6212043838579298,-4.036,1.5,4.359486692015209,0.8805661929492312,0.003,4.931,7597.875,3.276267765085886,0.7836578105698253,8.578433112832416e-06,-0.0003317826382916817,,,,,B0005,1,1.8564874208181574,1.8353491942234077,1.0115172778353463,1.0115172778353463,167.0,0.0,1.0115172778353463,0.0,0.0
discharge,2008-04-02 19:43:48.406,24.0,3,5124,05124.csv,1.846327249719927,,,3.5373201277859714,0.23476492928592219,2.587208728940726,4.189773213846608,-1.8175598506612867,0.5951796218062511,-2.016820542901454,0.0029274033590803,32.72523522519307,3.426734226466467,24.685948163596,39.033397966787035,-1.8045826530612243,0.5910476943919353,-1.9984,-0.0006,2.399260204081633,0.7945610896280907,0.0,4.204,3672.344,6.586345150397565,1.852077780517496,-0.00020467110683519937,0.003101124846433007,4.058826443375249,0.1773798660372038,3.001950570776504,4.213016370444398,0.9490426727251161,0.666259837238909,-3.361982908688226,1.5151784093535638,26.63562262811608,1.3577712018661736,24.528515200437052,29.34194895777482,0.9417617021276596,0.6616725540220321,-3.37,1.5,4.430904255319149,0.7103341267910616,0.003,4.931,10516.0,7.638814040426327,1.8856013558752656,4.4577822405889866e-05,-0.00032516955497876134,,,,,B0005,2,1.846327249719927,1.8353491942234077,1.0059814533011329,1.0059814533011329,166.0,-0.005535824534213418,1.0087493655682396,0.003914419067601169,0.0
discharge,2008-04-03 00:01:06.687,24.0,5,5126,05126.csv,1.8353491942234077,,,3.5437367282719,0.22752543549673088,2.6519168938437794,4.188186735991303,-1.8164865418840956,0.5964980204475099,-2.016573862170142,0.001483676365228,32.64286193755933,3.3794750427627753,24.7342661639544,38.81879668981741,-1.8035753846153844,0.5924003918082733,-1.9984,-0.0004,2.3979692307692306,0.7953416740875797,0.0,4.203,3651.641,6.555683334957384,1.8410487396827961,-0.00020015941349001918,0.0030741413389626334,4.058138828852896,0.17528687641434834,3.0358785775794024,4.212788046609961,0.9505286974657304,0.6669530273269925,-3.384407789097242,1.5168939445650549,26.778175507896698,1.371118399905783,24.600173786523015,29.553300732538816,0.9431141942369264,0.6622167365522573,-3.387,1.5,4.402618996798292,0.8076050374154181,0.003,4.942,10484.547,7.60857677771719,1.8787377654597512,4.459827974670213e-05,-0.0003336935431612404,,,,,B0005,3,1.8353491942234077,1.8353491942234077,1.0,1.0,165.0,-0.005981453301132866,1.0058329103788264,0.005760075601410559,-0.005758638917673142
discharge,2008-04-03 04:16:37.375,24.0,7,5128,05128.csv,1.8352625275821128,,,3.5436661072601456,0.23274431724182537,2.592947964776547,4.188461118855572,-1.8255891938692528,0.5834624841611844,-2.0159359571668354,0.0015470119527235,32.51487646204882,3.3865437316993536,24.652243741292516,38.7623045063458,-1.8128628865979384,0.5795636196666869,-1.9984,-0.0006,2.4082886597938145,0.7786620491449524,0.0,4.203,3631.563,6.5548286069376,1.8409120078311922,-0.00020513964592992358,0.003113015971663721,4.058904789088504,0.1726065412766279,3.0661450551857485,4.212924011950438,0.9523115206216739,0.6662704587130999,-3.4122633601213583,1.5175028479320207,26.70320405781683,1.3750710881487294,24.49334629714403,29.456340289732644,0.9447352625937836,0.6615877112590781,-3.413,1.5,4.418978563772776,0.7701326311986469,0.003,4.942,10397.89,7.578063286209706,1.8710412275536272,4.46905792940951e-05,-0.00033961385836585295,,,,,B0005,4,1.8352625275821128,1.8353491942234077,0.9999527792086826,0.9999527792086826,164.0,-4.7220791317359456e-05,1.0043628775862905,0.005546437258922848,-0.00406749491811238
discharge,2008-04-03 08:33:25.703,24.0,9,5130,05130.csv,1.8346455082120419,,,3.5423432526672167,0.2366885716567803,2.547419651124539,4.188298524761055,-1.8261139590277586,0.5834685498827803,-2.017425579158831,0.0017014548245034,32.38234901543077,3.3958806914600226,24.518700434435164,38.66539257343368,-1.8128762886597938,0.5795679076181368,-1.9984,-0.0006,2.408505154639175,0.7793313036836546,0.0,4.203,3629.172,6.552231972609875,1.8403599290669193,-0.00020802723780733988,0.003127066070443071,4.058329981003973,0.17353550330211395,3.0637656606174013,4.2128738833616,0.9477284862498987,0.6684150117614278,-3.403625146732859,1.5169487474809895,26.617004288392003,1.3863920147737276,24.42016992589388,29.4813335075363,0.9403607257203841,0.6636076235155434,-3.406,1.5,4.364055496264675,0.9150350805448619,0.003,4.942,10495.203,7.565826375757997,1.8685532230437336,4.428583575934128e-05,-0.0003427638183082344,,,,,B0005,5,1.8346455082120419,1.8353491942234077,0.9996165928458842,0.9996165928458842,163.0,-0.0003361863627984185,1.0034136206382092,0.005251444417279715,-0.002983004407137435
discharge,2008-04-03 12:55:10.687,24.0,11,5132,05132.csv,1.8356616600675495,,,3.5413347346347575,0.23931625998293235,2.5209480504077413,4.188815807948604,-1.8168108743168803,0.5967015706365189,-2.0162347618032066,0.0024899497555445,32.43418218230641,3.4173255675455376,24.51442664842638,38.75169504640032,-1.80365641025641,0.5924201017187442,-1.9984,-0.0006,2.3962512820512822,0.7959637045171173,0.0,4.203,3652.281,6.557494548054203,1.8413272042220796,-0.00020864213748499766,0.003117308226993714,4.059785107501149,0.17408492131430156,3.0593224041262927,4.212763963219923,0.9326606943848299,0.6731501315206839,-3.3944513625869224,1.5165104184246716,26.51849450408942,1.3697737752797177,24.41186883829393,29.39582042914756,0.9256123949579832,0.6684042328260724,-3.4,1.5,4.326279411764706,0.9912750985920759,0.003,4.942,10792.672,7.5675031826523504,1.869298009591491,4.276593245058725e-05,-0.000327079270653211,,,,,B0005,6,1.8356616600675495,1.8353491942234077,1.0001702487162254,1.0001702487162254,162.0,0.0005536558703411742,1.001144214814385,0.0027115429814350395,-0.0012005816323930718
discharge,2008-04-03 17:17:16.015,24.0,13,5134,05134.csv,1.8351461429226603,,,3.5410250495075215,0.2425153341196382,2.487927319492314,4.18839163793879,-1.816791144707133,0.5964919190059063,-2.01583310669507,0.0023142958827398,32.480416444757985,3.419542558294876,24.575581239008407,38.8207012322275,-1.8036205128205127,0.5924048477006448,-1.9984,-0.0006,2.394646153846154,0.795903642488356,0.0,4.203,3650.828,6.557049661436373,1.840831297831913,-0.0002110855176977756,0.0031233458244589994,4.058914241429766,0.17492119103637338,3.0533599221041614,4.213176751734383,0.9322724824266048,0.6740521218860146,-3.401390462320561,1.5149343200832288,26.620706323978894,1.3687548316342348,24.527457541863313,29.438424119486054,0.9251428571428572,0.6690751664285056,-3.405,1.5,4.287875,1.066041573619868,0.003,4.942,10789.985,7.560366011430647,1.868042573126096,4.2903317392334975e-05,-0.000323781684660028,,,,,B0005,7,1.8351461429226603,1.8353491942234077,0.9998893663933891,0.9998893663933891,161.0,-0.00028088232283629555,0.9999257974328362,0.0002018199472170486,-3.7977056790428063e-07
discharge,2008-04-03 21:28:14.718,24.0,15,5136,05136.csv,1.8257567905665537,,,3.554133296801584,0.22731251096165397,2.6652049047458775,4.188927891511958,-1.8443412120754061,0.5573831672048897,-2.0166395518034546,0.0022276160569156,32.41046186109587,3.3516161723228617,24.71132429046902,38.51713023385634,-1.8308837696335079,0.5534257958540422,-1.9984,-0.0006,2.434628272251309,0.7434224895334652,0.0,4.203,3572.453,6.535167110927522,1.8314394902034128,-0.00020543200523759502,0.0031528622723409603,4.053425643583467,0.1775571053031069,3.048720950345317,4.212850577044761,0.9653291698755072,0.6618959022597396,-3.385806497377117,1.516037681196602,26.737918888901717,1.3633224155181507,24.54571478443475,29.51081056398121,0.9578858695652174,0.6573472801775729,-3.387,1.5,4.4560641304347826,0.6558142012334448,0.003,4.942,10127.562,7.561766030989396,1.8688907259231156,4.7580107317231756e-05,-0.00033932379154511303,,,,,B0005,8,1.8257567905665537,1.8353491942234077,0.9947735266471115,0.9947735266471115,160.0,-0.005115839746277606,0.9988805027622586,0.002304349618175788,-0.0010085731575637414
discharge,2008-04-04 01:38:15.218,24.0,17,5138,05138.csv,1.8247738529891333,,,3.5529355991467955,0.2324538495076242,2.6038584726333673,4.189029250882121,-1.853972745505648,0.5424840616663397,-2.018357230695621,0.0054010283210214,32.3461408313,3.3724043396197616,24.628487294051176,38.526267904657,-1.8405052631578949,0.5386730099573486,-1.9984,-0.0004,2.4485105263157894,0.7252489063797243,0.0,4.203,3550.594,6.5291073135895505,1.83047598595165,-0.00021046263171324141,0.0032025066587470776,4.055637707823975,0.1735869632454472,3.0824222303522406,4.213141772335243,0.9616213808811537,0.6639718144564338,-3.43387007729948,1.5173922491512082,26.74145703066146,1.3841787699624821,24.51382202883513,29.668813794471543,0.9542204125950055,0.6592408576700516,-3.438,1.5,4.4105298588490776,0.8013062567321233,0.003,4.942,10147.952999999994,7.51698463400825,1.857253269354756,4.656440524511152e-05,-0.000353265021177125,,,,,B0005,9,1.8247738529891333,1.8353491942234077,0.9942379677570027,0.9942379677570027,159.0,-0.0005355588901088115,0.9977375404719225,0.002962754173187822,-0.0016153972246876979
discharge,2008-04-04 05:48:08.609,24.0,19,5140,05140.csv,1.824613268496936,,,3.5512057319376997,0.2367287014754215,2.552853984885676,4.189223427076418,-1.8535899338510957,0.5423346882876612,-2.016071837814984,0.0030191479674457,32.27679750791685,3.384318782535615,24.561560340089137,38.52698128472781,-1.8404957894736844,0.5386624271316165,-1.9982,-0.0006,2.4496526315789473,0.7264187319115759,0.0,4.204,3551.25,6.526577749922872,1.8302731671688202,-0.0002133714106416808,0.0032149941428455597,4.0551389874488235,0.17484391180363582,3.075795646323062,4.212949842741421,0.9608152867945828,0.6641380078436662,-3.416543780338169,1.517754813457655,26.7021703105932,1.4147510153022542,24.435380667117133,29.779288735822295,0.9531161780673181,0.6593686090614091,-3.419,1.5,4.418718783930511,0.7744311198253879,0.003,4.942,10162.094,7.519298894187395,1.8580506271123867,4.6758441919016756e-05,-0.00036551901788611606,,,,,B0005,10,1.824613268496936,1.8353491942234077,0.994150472422217,0.994150472422217,158.0,-8.749533478569216e-05,0.9966443163871892,0.0031012970687636556,-0.001769095122440323
